Instance,PyBoolNet,SAF,SAF_SharpSAT-TD,fASP_conj,fASP_src,AEON,Hybrid_BMSA,Tseitin_SharpSAT-TD,PI_SharpSAT-TD,Hybrid_SharpSAT-TD
381_2374_24073,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
382_1282_18848,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,27.95,9.73,8.18
383_2063_11674,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
384_2631_22460,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
385_3492_38393,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
386_2598_11085,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
387_4124_39500,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
388_2547_15905,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
389_1541_7743,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
38_2780_17288,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
390_1666_10810,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
391_2968_22736,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
392_4282_49794,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
393_2323_11520,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
394_1034_4780,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,ERROR,TIMEOUT
395_4170_22067,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,ERROR,ERROR
396_4654_25949,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,ERROR,ERROR
397_1156_6360,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
398_2679_23580,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
399_2747_31885,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
39_3316_19997,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,TIMEOUT,TIMEOUT
3_3390_33148,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,TIMEOUT,TIMEOUT
400_1823_8173,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
40_3578_25250,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,ERROR,TIMEOUT
41_3466_40303,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
42_4367_44064,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,TIMEOUT,TIMEOUT
43_3008_28955,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
44_1918_25563,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,101.01,15.87,14.22
45_4492_27797,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,ERROR,ERROR
46_1312_15210,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,77.47,10.60,9.72
47_3931_26139,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,ERROR,ERROR
48_3411_21919,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,TIMEOUT,TIMEOUT
49_3799_29170,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,TIMEOUT,TIMEOUT
4_3317_47148,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
50_2617_26941,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
51_4640_62474,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
52_2094_8877,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
53_1393_18550,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,82.89,14.71,13.33
54_2817_35585,TIMEOUT,TIMEOUT,TIMEOUT,2.09,2.18,5.06,9.09,3.32,10.29,8.02
55_2259_31164,TIMEOUT,TIMEOUT,TIMEOUT,1.75,1.83,TIMEOUT,7.89,3.21,10.17,8.20
56_2030_10939,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
57_4314_57386,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
58_1470_8001,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
59_968_5523,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,405.19,70.46,72.98
5_1095_5989,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,81.94,81.47
60_4175_59269,ERROR,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,165.68,192.06,193.96
61_1556_12750,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
62_1962_11722,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
63_3372_18560,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,ERROR,TIMEOUT
64_1703_19684,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,215.31,204.20
65_3876_44940,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,TIMEOUT,TIMEOUT
66_2345_12282,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
67_2709_18484,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
68_1595_21217,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,93.44,15.47,14.74
69_1855_9666,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
6_1103_5535,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
70_3546_34539,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
71_3219_18010,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
72_3626_17501,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,TIMEOUT,TIMEOUT
73_1072_15746,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,37.99,9.88,8.80
74_3757_50253,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
75_2270_11500,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
76_3937_40037,TIMEOUT,TIMEOUT,TIMEOUT,2.43,4.05,TIMEOUT,7.82,4.12,10.69,8.08
77_2103_20532,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,747.44,329.39,301.65
78_3969_38220,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
79_3932_21357,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,ERROR,ERROR
7_1860_11963,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
80_2041_12170,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
81_2462_28669,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,354.28,351.01
82_4365_41257,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,TIMEOUT,TIMEOUT
83_1501_11480,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
84_4276_22484,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,ERROR,ERROR
85_2443_17773,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
86_3960_49594,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,103.49,31.39,28.18
87_1210_5370,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,1221.81,1177.99
88_1363_10600,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,1203.29,1303.85
89_4344_63939,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,TIMEOUT,TIMEOUT
8_4180_54966,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,937.43,936.25
90_1154_6361,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
91_3793_23031,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,TIMEOUT,TIMEOUT
92_4569_26824,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,ERROR,ERROR
93_4466_22468,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,ERROR,ERROR
94_1242_14497,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,82.19,12.71,11.45
95_3303_21323,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,TIMEOUT,TIMEOUT
96_4239_41953,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,TIMEOUT,TIMEOUT
97_1684_13683,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
98_3780_22687,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,TIMEOUT,TIMEOUT
99_4476_39427,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,TIMEOUT,TIMEOUT
9_4712_43754,TIMEOUT,TIMEOUT,TIMEOUT,4.51,2.94,7.08,8.35,3.84,11.83,8.11
Cell_cycle_control_network,TIMEOUT,ERROR,ERROR,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
EMT_Mechanosensing,6.18,6.52,7.63,0.16,0.22,3.05,1.32,1.80,2.55,2.40
EMT_Mechanosensing_TGFbeta,7.23,7.87,8.89,0.16,0.26,6.87,1.45,1.88,2.75,2.40
Executable_file_for_Alzheimer_model_BCC,TIMEOUT,OUT_OF_MEMORY,7.40,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,2.58,4.23,3.38
Executable_file_for_CaSQ_derived_MAPK_model_BCC,TIMEOUT,TIMEOUT,3.87,OUT_OF_MEMORY,TIMEOUT,827.98,OUT_OF_MEMORY,1.82,2.81,2.53
Executable_file_for_CaSQ_derived_mast_cell_activation_model_BCC,270.22,1.80,1.81,15.91,4.73,0.13,0.87,0.60,0.90,0.78
Executable_file_for_cholocystokinin_model_BCC,TIMEOUT,TIMEOUT,4.68,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,2.01,2.94,2.60
HOG_example,18.78,3.32,4.43,0.97,1.44,0.34,1.17,1.80,2.40,2.14
Insulin_example,TIMEOUT,TIMEOUT,TIMEOUT,43.41,84.49,16.61,13.60,2.61,25.72,5.77
Leishmania,TIMEOUT,TIMEOUT,7.54,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT,1.96,2.96,2.66
T-cell_co-receptor_molecules_calcium_channel,TIMEOUT,3.31,4.29,OUT_OF_MEMORY,278.61,1.15,78.96,1.79,2.48,2.25
YeastPheromoneModel,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,7.70,TIMEOUT,14.50
signaling-dependent-pluripotency,745.59,5.92,7.15,0.16,0.10,0.05,0.97,1.65,2.09,1.92
